image_id,image_path,image_paths_json,sources,source_record_ids,source_record_count,existing_300_records_json,existing_300_raw_year,existing_300_raw_month,existing_300_raw_day,existing_300_raw_final_date,existing_300_raw_file_name,existing_300_raw_notes,existing_300_raw_Unnamed: 7,existing_300_canonical_year,existing_300_canonical_month,existing_300_canonical_day,existing_300_canonical_final_date,incoming_432_records_json,incoming_432_raw_year,incoming_432_raw_month,incoming_432_raw_day,incoming_432_raw_final_date,incoming_432_raw_file_name,incoming_432_raw_notes,incoming_432_raw_Unnamed: 7,incoming_432_canonical_year,incoming_432_canonical_month,incoming_432_canonical_day,incoming_432_canonical_final_date,candidate_year,candidate_month,candidate_day,candidate_final_date,year,month,day,final_date,review_reason,review_status,previously_visually_reviewed,prior_review_decision,reviewer,review_note,master_eligible
994,C:\Users\jsw58\Desktop\itda-ocr\data\000994.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\000994.jpg""]",incoming_432,incoming_432:136,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:136"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 136, ""image_id"": ""994"", ""raw"": {""image_id"": ""994"", ""year"": ""NONE"", ""month"": ""2"", ""day"": ""18"", ""final_date"": ""NONE-02-18""}, ""canonical"": {""year"": ""NONE"", ""month"": ""02"", ""day"": ""18"", ""final_date"": ""NONE-02-18""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",NONE,2,18,NONE-02-18,,,,NONE,02,18,NONE-02-18,NONE,02,18,NONE-02-18,,,,,partial_none,pending,false,,,,false
1030,C:\Users\jsw58\Desktop\itda-ocr\data\001030.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001030.jpg""]",incoming_432,incoming_432:141,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:141"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 141, ""image_id"": ""1030"", ""raw"": {""image_id"": ""1030"", ""year"": ""2022"", ""month"": ""10"", ""day"": ""NONE"", ""final_date"": ""2022-10-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""10"", ""day"": ""NONE"", ""final_date"": ""2022-10-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2022,10,NONE,2022-10-NONE,,,,2022,10,NONE,2022-10-NONE,2022,10,NONE,2022-10-NONE,,,,,partial_none,pending,false,,,,false
1070,C:\Users\jsw58\Desktop\itda-ocr\data\001070.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001070.jpg""]",incoming_432,incoming_432:146,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:146"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 146, ""image_id"": ""1070"", ""raw"": {""image_id"": ""1070"", ""year"": ""2024"", ""month"": ""1"", ""day"": ""NONE"", ""final_date"": ""2024-01-NONE""}, ""canonical"": {""year"": ""2024"", ""month"": ""01"", ""day"": ""NONE"", ""final_date"": ""2024-01-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2024,1,NONE,2024-01-NONE,,,,2024,01,NONE,2024-01-NONE,2024,01,NONE,2024-01-NONE,,,,,partial_none,pending,false,,,,false
1071,C:\Users\jsw58\Desktop\itda-ocr\data\001071.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001071.jpg""]",incoming_432,incoming_432:147,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:147"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 147, ""image_id"": ""1071"", ""raw"": {""image_id"": ""1071"", ""year"": ""2024"", ""month"": ""1"", ""day"": ""NONE"", ""final_date"": ""2024-01-NONE""}, ""canonical"": {""year"": ""2024"", ""month"": ""01"", ""day"": ""NONE"", ""final_date"": ""2024-01-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2024,1,NONE,2024-01-NONE,,,,2024,01,NONE,2024-01-NONE,2024,01,NONE,2024-01-NONE,,,,,partial_none,pending,false,,,,false
1131,C:\Users\jsw58\Desktop\itda-ocr\data\001131.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001131.jpg""]",incoming_432,incoming_432:153,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:153"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 153, ""image_id"": ""1131"", ""raw"": {""image_id"": ""1131"", ""year"": ""NONE"", ""month"": ""2"", ""day"": ""12"", ""final_date"": ""NONE-02-12""}, ""canonical"": {""year"": ""NONE"", ""month"": ""02"", ""day"": ""12"", ""final_date"": ""NONE-02-12""}, ""review_reason"": [""ambiguous_date_order"", ""partial_none""], ""details"": [""Unknown year; swapping month/day gives another valid date (candidate only)""], ""format_changes"": [""month""]}]",NONE,2,12,NONE-02-12,,,,NONE,02,12,NONE-02-12,NONE,02,12,NONE-02-12,,,,,ambiguous_date_order;partial_none,pending,false,,,,false
1172,C:\Users\jsw58\Desktop\itda-ocr\data\001172.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001172.jpg""]",incoming_432,incoming_432:156,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:156"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 156, ""image_id"": ""1172"", ""raw"": {""image_id"": ""1172"", ""year"": ""2021"", ""month"": ""9"", ""day"": ""NONE"", ""final_date"": ""2021-09-NONE""}, ""canonical"": {""year"": ""2021"", ""month"": ""09"", ""day"": ""NONE"", ""final_date"": ""2021-09-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2021,9,NONE,2021-09-NONE,,,,2021,09,NONE,2021-09-NONE,2021,09,NONE,2021-09-NONE,,,,,partial_none,pending,false,,,,false
1173,C:\Users\jsw58\Desktop\itda-ocr\data\001173.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001173.jpg""]",existing_300,existing_300:53,1,"[{""source_record_id"": ""existing_300:53"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 53, ""image_id"": ""1173"", ""raw"": {""file_name"": ""001173.jpg"", ""image_id"": ""1173"", ""year"": ""2021"", ""month"": ""09"", ""day"": ""NONE"", ""final_date"": ""2021-09-none"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""09"", ""day"": ""NONE"", ""final_date"": ""2021-09-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""final_date""]}]",2021,09,NONE,2021-09-none,001173.jpg,,,2021,09,NONE,2021-09-NONE,[],[],[],[],[],[],[],[],[],[],[],[],2021,09,NONE,2021-09-NONE,,,,,partial_none,pending,false,,,,false
1205,C:\Users\jsw58\Desktop\itda-ocr\data\001205.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001205.jpg""]",existing_300,existing_300:55,1,"[{""source_record_id"": ""existing_300:55"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 55, ""image_id"": ""1205"", ""raw"": {""file_name"": ""001205.jpg"", ""image_id"": ""1205"", ""year"": ""2021"", ""month"": ""05"", ""day"": ""NONE"", ""final_date"": ""2021-05-none"", ""notes"": """", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""05"", ""day"": ""NONE"", ""final_date"": ""2021-05-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""final_date""]}]",2021,05,NONE,2021-05-none,001205.jpg,,,2021,05,NONE,2021-05-NONE,[],[],[],[],[],[],[],[],[],[],[],[],2021,05,NONE,2021-05-NONE,,,,,partial_none,pending,false,,,,false
1294,C:\Users\jsw58\Desktop\itda-ocr\data\001294.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001294.jpg""]",existing_300,existing_300:210,1,"[{""source_record_id"": ""existing_300:210"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 210, ""image_id"": ""1294"", ""raw"": {""file_name"": ""001294.jpg"", ""image_id"": ""1294"", ""year"": ""2021"", ""month"": ""11"", ""day"": ""NONE"", ""final_date"": ""2021-11-NONE"", ""notes"": ""일 없고, 거꾸로 써져있고, 월이 영어 3글자로 적혀있음"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""11"", ""day"": ""NONE"", ""final_date"": ""2021-11-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2021,11,NONE,2021-11-NONE,001294.jpg,"일 없고, 거꾸로 써져있고, 월이 영어 3글자로 적혀있음",,2021,11,NONE,2021-11-NONE,[],[],[],[],[],[],[],[],[],[],[],[],2021,11,NONE,2021-11-NONE,,,,,partial_none,pending,false,,,,false
1295,C:\Users\jsw58\Desktop\itda-ocr\data\001295.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001295.jpg""]",existing_300,existing_300:211,1,"[{""source_record_id"": ""existing_300:211"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 211, ""image_id"": ""1295"", ""raw"": {""file_name"": ""001295.jpg"", ""image_id"": ""1295"", ""year"": ""2021"", ""month"": ""11"", ""day"": ""NONE"", ""final_date"": ""2021-11-NONE"", ""notes"": ""가로길이 짧게 조정, 각도 조정한 버전 (위랑 같은 물건)"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2021"", ""month"": ""11"", ""day"": ""NONE"", ""final_date"": ""2021-11-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2021,11,NONE,2021-11-NONE,001295.jpg,"가로길이 짧게 조정, 각도 조정한 버전 (위랑 같은 물건)",,2021,11,NONE,2021-11-NONE,[],[],[],[],[],[],[],[],[],[],[],[],2021,11,NONE,2021-11-NONE,,,,,partial_none,pending,false,,,,false
1384,C:\Users\jsw58\Desktop\itda-ocr\data\001384.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001384.jpg""]",existing_300,existing_300:214,1,"[{""source_record_id"": ""existing_300:214"", ""source"": ""existing_300"", ""source_path"": ""C:\\Users\\jsw58\\Desktop\\itda-ocr\\labels\\labels_300.csv"", ""source_row"": 214, ""image_id"": ""1384"", ""raw"": {""file_name"": ""001384.jpg"", ""image_id"": ""1384"", ""year"": ""2018"", ""month"": ""09"", ""day"": ""NONE"", ""final_date"": ""2018-09-NONE"", ""notes"": ""일 없음, 거꾸로"", ""Unnamed: 7"": """"}, ""canonical"": {""year"": ""2018"", ""month"": ""09"", ""day"": ""NONE"", ""final_date"": ""2018-09-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2018,09,NONE,2018-09-NONE,001384.jpg,"일 없음, 거꾸로",,2018,09,NONE,2018-09-NONE,[],[],[],[],[],[],[],[],[],[],[],[],2018,09,NONE,2018-09-NONE,,,,,partial_none,pending,false,,,,false
1830,C:\Users\jsw58\Desktop\itda-ocr\data\001830.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001830.jpg""]",incoming_432,incoming_432:225,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:225"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 225, ""image_id"": ""1830"", ""raw"": {""image_id"": ""1830"", ""year"": ""2020"", ""month"": ""12"", ""day"": ""NONE"", ""final_date"": ""2020-12-NONE""}, ""canonical"": {""year"": ""2020"", ""month"": ""12"", ""day"": ""NONE"", ""final_date"": ""2020-12-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": []}]",2020,12,NONE,2020-12-NONE,,,,2020,12,NONE,2020-12-NONE,2020,12,NONE,2020-12-NONE,,,,,partial_none,pending,false,,,,false
1867,C:\Users\jsw58\Desktop\itda-ocr\data\001867.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001867.jpg""]",incoming_432,incoming_432:234,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:234"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 234, ""image_id"": ""1867"", ""raw"": {""image_id"": ""1867"", ""year"": ""2022"", ""month"": ""7"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""07"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2022,7,NONE,2022-07-NONE,,,,2022,07,NONE,2022-07-NONE,2022,07,NONE,2022-07-NONE,,,,,partial_none,pending,false,,,,false
1868,C:\Users\jsw58\Desktop\itda-ocr\data\001868.jpg,"[""C:\\Users\\jsw58\\Desktop\\itda-ocr\\data\\001868.jpg""]",incoming_432,incoming_432:235,1,[],[],[],[],[],[],[],[],[],[],[],[],"[{""source_record_id"": ""incoming_432:235"", ""source"": ""incoming_432"", ""source_path"": ""C:\\Users\\jsw58\\Downloads\\labelling data.csv"", ""source_row"": 235, ""image_id"": ""1868"", ""raw"": {""image_id"": ""1868"", ""year"": ""2022"", ""month"": ""7"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""canonical"": {""year"": ""2022"", ""month"": ""07"", ""day"": ""NONE"", ""final_date"": ""2022-07-NONE""}, ""review_reason"": [""partial_none""], ""details"": [], ""format_changes"": [""month""]}]",2022,7,NONE,2022-07-NONE,,,,2022,07,NONE,2022-07-NONE,2022,07,NONE,2022-07-NONE,,,,,partial_none,pending,false,,,,false
