file_name,image_id,year,month,day,final_date,method,elapsed_sec,original_512_predict_sec,rotation_270_predict_sec,highres_1024_predict_sec,clahe_predict_sec,truth_group,true_year,true_month,true_day,true_final_date,year_correct,month_correct,day_correct,final_date_correct
001851.jpg,001851,NONE,NONE,NONE,NONE,original_no_candidate,4.927184699999998,1.6831324000004315,0.9205216999998811,1.4896488000003956,0.8136423999994804,complete,2021,12,16,2021-12-16,False,False,False,False
002011.jpg,002011,NONE,NONE,NONE,NONE,original_no_candidate,3.6036858999996184,0.5364903999998205,0.6471490000003541,1.8827986999995119,0.49253130000033707,complete,2020,06,30,2020-06-30,False,False,False,False
002019.jpg,002019,NONE,NONE,NONE,NONE,original_no_candidate,3.6772016999993866,0.7493134000005739,0.711087900000166,1.6657180000001972,0.5232509999996182,complete,2022,03,09,2022-03-09,False,False,False,False
002247.jpg,002247,2020,09,21,2020-09-21,original_512,0.9646495000006325,0.9331587000006039,,,,complete,2021,09,07,2021-09-07,False,True,False,False
002278.jpg,002278,NONE,NONE,NONE,NONE,original_no_candidate,4.2487928000000466,1.0230092000001605,0.7169690000000628,1.4641990000000078,1.0272747000008167,partial_none,2023,07,NONE,2023-07-NONE,False,False,True,False
002328.jpg,002328,2020,10,21,2020-10-21,original_512,1.4634827999998379,1.4455166999996436,,,,complete,2021,10,20,2021-10-20,False,True,False,False
002492.jpg,002492,NONE,NONE,NONE,NONE,original_no_candidate,7.847519599999941,1.8484950000001845,2.074446500000704,2.2839531999998144,1.6198301000003994,complete,2022,08,09,2022-08-09,False,False,False,False
002726.jpg,002726,2017,03,22,2017-03-22,rotation_270,1.5480502999998862,0.7570249000000331,0.7605555000000095,,,complete,2022,03,17,2022-03-17,False,True,False,False
002814.jpg,002814,NONE,NONE,NONE,NONE,original_no_candidate,3.800380900000164,0.7240906000006362,0.7627837999998519,1.363224600000649,0.9315783000001829,complete,2021,04,02,2021-04-02,False,False,False,False
002835.jpg,002835,2021,06,NONE,2021-06-NONE,original_512,0.907010399999308,0.8951291000003039,,,,complete,2021,06,30,2021-06-30,True,True,False,False
002847.jpg,002847,2021,12,NONE,2021-12-NONE,original_512,2.009286499999689,1.9773740000000544,,,,complete,2021,12,30,2021-12-30,True,True,False,False
002899.jpg,002899,2021,11,NONE,2021-11-NONE,clahe,4.150377400000252,0.800532000000203,0.849068399999851,1.3925510999997641,1.0798785999995744,complete,2021,11,09,2021-11-09,True,True,False,False
003014.jpg,003014,NONE,NONE,NONE,NONE,original_no_candidate,4.6335361000001285,1.0627566000002844,1.060907799999768,1.4061282000002393,1.0858794999994643,complete,2021,06,12,2021-06-12,False,False,False,False
003218.jpg,003218,2021,03,16,2021-03-16,original_512,2.801618500000586,2.768984399999681,,,,complete,2021,06,16,2021-06-16,True,False,True,False
003311.jpg,003311,2019,03,NONE,2019-03-NONE,original_512,0.7544998000003034,0.7125800000003437,,,,complete,2021,03,11,2021-03-11,False,True,False,False
003312.jpg,003312,2021,03,NONE,2021-03-NONE,clahe,3.7375590999999986,1.0100877000004402,0.775450500000261,1.1326392000000851,0.7945406999997431,complete,2021,03,11,2021-03-11,True,True,False,False
003326.jpg,003326,NONE,NONE,NONE,NONE,original_no_candidate,6.0234841000001325,1.3107552999999825,0.9155286000004708,2.769311000000016,0.9418212000000494,complete,2024,06,05,2024-06-05,False,False,False,False
3350.jpeg,3350,NONE,NONE,NONE,NONE,original_no_candidate,7.447834700000385,1.4941286000002947,1.5232937999999194,2.7987616000000344,1.3127494000000297,complete,2025,12,10,2025-12-10,False,False,False,False
000266.jpg,000266,2020,05,12,2020-05-12,original_512,1.0446781999999075,0.8698285000000396,,,,complete,2025,12,04,2025-12-04,False,False,False,False
000384.jpg,000384,2025,07,NONE,2025-07-NONE,original_512,0.8891720999999961,0.728050699999585,,,,complete,2026,07,08,2026-07-08,False,True,False,False
000422.jpg,000422,2025,09,10,2025-09-10,original_512,0.8535611000006611,0.6723885000001246,,,,complete,2026,06,09,2026-06-09,False,False,False,False
000582.jpg,000582,2025,01,21,2025-01-21,highres_1024,3.326426200000242,0.546103900000162,0.701060299999881,2.0225880000007237,,complete,2025,11,21,2025-11-21,True,False,True,False
000694.jpg,000694,NONE,NONE,NONE,NONE,original_no_candidate,7.491258999999445,1.1696500999996715,2.5281215999993947,2.5981252000001405,1.0763827999999194,complete,2026,09,01,2026-09-01,False,False,False,False
000726.jpg,000726,2026,08,16,2026-08-16,original_512,0.6880867999998372,0.6555607000000236,,,,complete,2026,09,16,2026-09-16,True,False,True,False
000749.jpg,000749,NONE,NONE,NONE,NONE,original_no_candidate,4.9904796999999235,0.957908000000316,1.0060327999999572,2.1049247000000832,0.7679280000002109,complete,2026,01,21,2026-01-21,False,False,False,False
000893.jpg,000893,NONE,NONE,NONE,NONE,original_no_candidate,4.5453521999997974,1.1761029999997845,0.8586561000001893,1.5797698999995191,0.9024440000002869,complete,2022,02,07,2022-02-07,False,False,False,False
000978.jpg,000978,NONE,NONE,NONE,NONE,original_no_candidate,7.162536800000453,1.690998799999761,0.8985310999996727,3.128966400000536,1.4139900000000125,complete,2021,11,03,2021-11-03,False,False,False,False
001539.jpg,001539,NONE,NONE,NONE,NONE,original_no_candidate,6.863562300000012,1.9150783999994019,0.9798584000000119,2.2776227999993353,1.6610139999993407,complete,2022,01,18,2022-01-18,False,False,False,False
001646.jpg,001646,NONE,NONE,NONE,NONE,original_no_candidate,2.833997900000213,0.6248847000006208,0.6403239000001122,0.9209364999996978,0.6303111999995963,complete,2021,10,12,2021-10-12,False,False,False,False
001955.jpg,001955,NONE,NONE,NONE,NONE,original_no_candidate,16.359629399999903,3.4621759999999995,3.03229089999968,6.545242999999573,3.2524101999997583,partial_none,2021,10,NONE,2021-10-NONE,False,False,True,False
002034.jpg,002034,2017,12,20,2017-12-20,original_512,1.005748899999162,0.9814679000000979,,,,complete,2020,12,17,2020-12-17,False,True,False,False
002066.jpg,002066,2024,04,05,2024-04-05,original_512,1.657143599999472,1.6328763000001345,,,,complete,2020,04,30,2020-04-30,False,True,False,False
002251.jpg,002251,NONE,NONE,NONE,NONE,original_no_candidate,6.870284200000242,1.9590178999997079,1.0669078999999329,2.317658900000424,1.4941641999994317,complete,2021,05,09,2021-05-09,False,False,False,False
002404.jpg,002404,NONE,NONE,NONE,NONE,original_no_candidate,3.9176299999999173,0.8859023000004527,0.8230896000004577,1.365676700000222,0.815835600000355,complete,2020,11,11,2020-11-11,False,False,False,False
002436.jpg,002436,2021,05,03,2021-05-03,clahe,10.379484600000069,2.4909780999996656,2.5260846999999558,2.975100300000122,2.3520244000001185,complete,2021,06,03,2021-06-03,True,False,True,False
002586.jpg,002586,NONE,NONE,NONE,NONE,original_no_candidate,11.494671800000106,2.386380399999325,1.4265696000002208,5.024529199999961,2.6083975000001374,partial_none,2022,12,NONE,2022-12-NONE,False,False,True,False
002917.jpg,002917,2030,04,21,2030-04-21,original_512,1.823352700000214,1.7848070000000007,,,,complete,2021,04,30,2021-04-30,False,True,False,False
002927.jpg,002927,NONE,NONE,NONE,NONE,original_no_candidate,5.916943600000195,1.0106070000001637,1.1029631000001245,2.676318899999387,1.0217924999997194,partial_none,NONE,04,08,NONE-04-08,True,False,False,False
003277.jpg,003277,NONE,NONE,NONE,NONE,original_no_candidate,6.997554799999307,1.3416380999997273,1.3821499999994558,3.0450306000002456,1.1429083999992145,partial_none,NONE,04,05,NONE-04-05,True,False,False,False
003338.jpg,003338,NONE,NONE,NONE,NONE,original_no_candidate,9.571426299999985,2.750343800000337,1.6975509000003512,2.8357396000001245,2.252610399999867,complete,2021,06,01,2021-06-01,False,False,False,False
