file_name,image_id,year,month,day,final_date,method,elapsed_sec,original_512_predict_sec,rotation_270_predict_sec,highres_1024_predict_sec,clahe_predict_sec,truth_group,true_year,true_month,true_day,true_final_date,year_correct,month_correct,day_correct,final_date_correct
000485.jpg,000485,2027,09,17,2027-09-17,original_512,0.8920874999994339,0.6958161999991717,,,,complete,2027,09,17,2027-09-17,True,True,True,True
000493.jpg,000493,2026,06,17,2026-06-17,original_512,1.7805316000003586,1.6102663000001485,,,,complete,2026,06,17,2026-06-17,True,True,True,True
000515.jpg,000515,2022,09,22,2022-09-22,rotation_270,2.657067399999505,1.3275797000005696,1.2897637999994913,,,partial_none,2026,01,NONE,2026-01-NONE,False,False,False,False
000548.jpg,000548,2026,05,26,2026-05-26,original_512,1.2441773000000467,1.2065428999994765,,,,complete,2026,05,26,2026-05-26,True,True,True,True
000561.jpg,000561,2028,08,07,2028-08-07,rotation_270,2.429498600000443,0.8513703999997233,1.5514184000003297,,,complete,2028,08,07,2028-08-07,True,True,True,True
000612.jpg,000612,2026,05,07,2026-05-07,original_512,1.15947960000085,1.1369147000004887,,,,complete,2026,05,07,2026-05-07,True,True,True,True
000645.jpg,000645,2026,05,13,2026-05-13,original_512,0.9524712000002182,0.8429013000004488,,,,complete,2026,05,13,2026-05-13,True,True,True,True
000653.jpg,000653,2027,01,19,2027-01-19,original_512,0.5505039999998189,0.5204813999998805,,,,complete,2027,01,19,2027-01-19,True,True,True,True
000658.jpg,000658,2026,01,16,2026-01-16,original_512,0.44068219999917346,0.4109897999996974,,,,complete,2026,01,16,2026-01-16,True,True,True,True
000678.jpg,000678,2026,07,24,2026-07-24,original_512,0.7807195999994292,0.7275020999995832,,,,complete,2026,07,24,2026-07-24,True,True,True,True
000715.jpg,000715,NONE,NONE,NONE,NONE,original_no_candidate,4.17410800000016,0.8244310999998561,0.7396577999998044,1.8247621999998955,0.7205749999993714,complete,2026,06,26,2026-06-26,False,False,False,False
000725.jpg,000725,2026,04,16,2026-04-16,original_512,0.5737361000001329,0.5245479000004707,,,,complete,2026,04,16,2026-04-16,True,True,True,True
000729.jpg,000729,2026,01,07,2026-01-07,rotation_270,1.9419404999998733,0.9503119000000879,0.9369961000002149,,,complete,2026,01,07,2026-01-07,True,True,True,True
000763.jpg,000763,NONE,NONE,NONE,NONE,original_no_candidate,5.404588100000183,1.2517789999992601,1.0858211000004303,1.820471400000315,1.1931408000000374,partial_none,NONE,11,12,NONE-11-12,True,False,False,False
000789.jpeg,000789,NONE,NONE,NONE,NONE,original_no_candidate,6.374287799999365,1.2625459000000774,0.9715497999995932,2.920453699999598,0.9273271000001841,partial_none,NONE,12,19,NONE-12-19,True,False,False,False
000820.jpeg,000820,NONE,NONE,NONE,NONE,original_no_candidate,11.216131700000005,2.356903899999452,2.279463200000464,3.8984381000000212,2.3659207000000606,complete,2026,05,18,2026-05-18,False,False,False,False
000853.jpeg,000853,2026,09,24,2026-09-24,original_512,0.7947490999995352,0.6068218000000343,,,,complete,2026,09,24,2026-09-24,True,True,True,True
000879.jpg,000879,2021,05,11,2021-05-11,original_512,4.597263600000588,4.57336530000066,,,,complete,2021,05,11,2021-05-11,True,True,True,True
000912.jpg,000912,2022,05,05,2022-05-05,original_512,2.141249500000413,2.126762200000485,,,,complete,2022,05,05,2022-05-05,True,True,True,True
000922.jpg,000922,2022,02,26,2022-02-26,highres_1024,3.054625699999633,0.8251116999999795,0.7725756999998339,1.432563299999856,,complete,2022,02,26,2022-02-26,True,True,True,True
000957.jpg,000957,2021,02,22,2021-02-22,original_512,1.5399530000004233,1.520658999999796,,,,complete,2021,02,22,2021-02-22,True,True,True,True
000967.jpg,000967,2022,10,17,2022-10-17,original_512,1.6496602999995957,1.62250800000038,,,,complete,2022,10,17,2022-10-17,True,True,True,True
001014.jpg,001014,2022,01,11,2022-01-11,original_512,1.3095788000000539,1.2951044999999795,,,,complete,2022,01,11,2022-01-11,True,True,True,True
001034.jpg,001034,2021,06,28,2021-06-28,original_512,2.5750834999998915,2.544938699999875,,,,complete,2021,06,28,2021-06-28,True,True,True,True
001075.jpg,001075,2021,09,30,2021-09-30,original_512,2.944797999999537,2.9214450999998007,,,,complete,2021,09,30,2021-09-30,True,True,True,True
001108.jpg,001108,2021,02,28,2021-02-28,original_512,1.0145333000000392,1.0028777000006812,,,,complete,2021,02,28,2021-02-28,True,True,True,True
001113.jpg,001113,2023,11,15,2023-11-15,original_512,1.4038538000004337,1.3808645000008255,,,,complete,2023,11,15,2023-11-15,True,True,True,True
001157.jpg,001157,2021,02,07,2021-02-07,original_512,0.9005434000000605,0.8891602000003331,,,,complete,2021,02,07,2021-02-07,True,True,True,True
001173.jpg,001173,2021,09,NONE,2021-09-NONE,original_512,1.9912991000001057,1.978195799999412,,,,partial_none,2021,09,NONE,2021-09-NONE,True,True,True,True
001175.jpg,001175,2021,09,07,2021-09-07,highres_1024,8.096650899999986,1.3988468999996257,2.0447707000002993,4.618816899999729,,complete,2021,09,07,2021-09-07,True,True,True,True
001205.jpg,001205,NONE,NONE,NONE,NONE,original_no_candidate,5.016770700000052,1.1344081000006554,0.9724109000007957,1.9805452000000514,0.9091115999999602,partial_none,2021,05,NONE,2021-05-NONE,False,False,True,False
001214.jpg,001214,NONE,NONE,NONE,NONE,original_no_candidate,8.603536099999474,2.3711507999996684,1.713934700000209,2.6055622000003495,1.887384700000439,complete,2021,05,15,2021-05-15,False,False,False,False
001225.jpg,001225,2022,06,27,2022-06-27,original_512,2.121744700000818,2.087515799999892,,,,complete,2022,06,27,2022-06-27,True,True,True,True
001277.jpg,001277,2021,11,04,2021-11-04,original_512,1.6075538999994023,1.585471499999585,,,,complete,2021,11,04,2021-11-04,True,True,True,True
001321.jpg,001321,2022,02,15,2022-02-15,original_512,2.60208270000021,2.5751078000002963,,,,complete,2022,02,15,2022-02-15,True,True,True,True
001380.jpg,001380,2021,04,09,2021-04-09,original_512,1.6082554000004166,1.585539499999868,,,,complete,2021,04,09,2021-04-09,True,True,True,True
001393.jpg,001393,2022,07,14,2022-07-14,original_512,2.714147900000171,2.6979880999997476,,,,complete,2022,07,14,2022-07-14,True,True,True,True
001394.jpg,001394,2021,09,01,2021-09-01,original_512,1.6220269000004919,1.5696933999997782,,,,complete,2021,09,01,2021-09-01,True,True,True,True
001399.jpg,001399,2021,07,23,2021-07-23,original_512,3.0616253999996843,3.0463042000001224,,,,complete,2021,07,23,2021-07-23,True,True,True,True
001406.jpg,001406,2021,07,31,2021-07-31,original_512,1.047967299999982,1.0335465999996813,,,,complete,2021,07,31,2021-07-31,True,True,True,True
001426.jpg,001426,2020,04,17,2020-04-17,original_512,1.7572637000002942,1.7429003999995984,,,,complete,2020,04,17,2020-04-17,True,True,True,True
001427.jpg,001427,2020,08,12,2020-08-12,original_512,2.6872653999998874,2.6685766000000513,,,,complete,2020,08,12,2020-08-12,True,True,True,True
001450.jpg,001450,2022,04,26,2022-04-26,original_512,2.435563500000171,2.417022100000395,,,,complete,2022,04,26,2022-04-26,True,True,True,True
001472.jpg,001472,2022,02,17,2022-02-17,original_512,1.0637582999997903,1.0364862000005814,,,,complete,2022,02,17,2022-02-17,True,True,True,True
001515.jpg,001515,2022,08,18,2022-08-18,original_512,1.1826459000003524,1.1715098000004218,,,,complete,2022,08,16,2022-08-16,True,True,False,False
001525.jpg,001525,2021,06,25,2021-06-25,original_512,2.294523799999297,2.281065699999999,,,,complete,2021,06,25,2021-06-25,True,True,True,True
001528.jpg,001528,2021,06,25,2021-06-25,original_512,0.9497238999992987,0.9320462999994561,,,,complete,2021,06,25,2021-06-25,True,True,True,True
001554.jpg,001554,NONE,NONE,NONE,NONE,original_no_candidate,3.986547999999857,0.6481739999999263,0.7376432000000932,2.0628743999996004,0.4918033000003561,complete,2020,06,03,2020-06-03,False,False,False,False
001572.jpg,001572,2021,06,11,2021-06-11,original_512,1.1006826000002548,1.089727600000515,,,,complete,2021,06,11,2021-06-11,True,True,True,True
001587.jpg,001587,2021,04,27,2021-04-27,original_512,0.762405100000251,0.7513987000002089,,,,complete,2021,04,20,2021-04-20,True,True,False,False
001642.jpg,001642,2022,03,19,2022-03-19,original_512,0.9053280999996787,0.8887316000000283,,,,complete,2022,03,19,2022-03-19,True,True,True,True
001683.jpg,001683,2021,11,14,2021-11-14,original_512,0.7379481000007218,0.7126998000003368,,,,complete,2021,11,14,2021-11-14,True,True,True,True
001741.jpg,001741,2022,11,13,2022-11-13,original_512,0.9133343000003151,0.9042913999992379,,,,complete,2022,11,01,2022-11-01,True,True,False,False
001742.jpg,001742,2021,10,26,2021-10-26,original_512,1.4052897000001394,1.3869810999995025,,,,complete,2021,10,26,2021-10-26,True,True,True,True
001752.jpg,001752,2022,01,10,2022-01-10,original_512,0.8165066000001389,0.8005955000007816,,,,complete,2022,01,10,2022-01-10,True,True,True,True
001780.jpg,001780,2020,09,01,2020-09-01,original_512,2.117039400000067,2.0897463000001153,,,,complete,2020,09,01,2020-09-01,True,True,True,True
001782.jpg,001782,2022,10,01,2022-10-01,original_512,1.4749514000004638,1.4631113000004916,,,,complete,2022,10,01,2022-10-01,True,True,True,True
001812.jpg,001812,2021,03,26,2021-03-26,original_512,1.0455819999997402,1.031684900000073,,,,complete,2021,03,26,2021-03-26,True,True,True,True
001818.jpg,001818,2022,01,18,2022-01-18,original_512,1.6925974000005226,1.6710069999999178,,,,complete,2022,01,18,2022-01-18,True,True,True,True
001851.jpg,001851,NONE,NONE,NONE,NONE,original_no_candidate,4.927184699999998,1.6831324000004315,0.9205216999998811,1.4896488000003956,0.8136423999994804,complete,2021,12,16,2021-12-16,False,False,False,False
001857.jpg,001857,2022,07,17,2022-07-17,rotation_270,3.5306055999999444,2.1640811999996004,1.3287067000001116,,,complete,2022,07,17,2022-07-17,True,True,True,True
001942.jpg,001942,2022,05,27,2022-05-27,original_512,0.9747741999999562,0.9630434000000605,,,,complete,2022,05,27,2022-05-27,True,True,True,True
002003.jpg,002003,2022,05,15,2022-05-15,original_512,1.128157199999805,1.0942028999998001,,,,complete,2022,05,15,2022-05-15,True,True,True,True
002011.jpg,002011,NONE,NONE,NONE,NONE,original_no_candidate,3.6036858999996184,0.5364903999998205,0.6471490000003541,1.8827986999995119,0.49253130000033707,complete,2020,06,30,2020-06-30,False,False,False,False
002019.jpg,002019,NONE,NONE,NONE,NONE,original_no_candidate,3.6772016999993866,0.7493134000005739,0.711087900000166,1.6657180000001972,0.5232509999996182,complete,2022,03,09,2022-03-09,False,False,False,False
002041.jpg,002041,2020,08,27,2020-08-27,original_512,2.1183836999998675,2.102121800000532,,,,complete,2020,08,27,2020-08-27,True,True,True,True
002062.jpg,002062,2023,02,NONE,2023-02-NONE,original_512,1.0072335000004387,0.9840081000002101,,,,partial_none,2023,02,NONE,2023-02-NONE,True,True,True,True
002080.jpg,002080,2021,01,03,2021-01-03,original_512,1.1634810999994443,1.1509667000000263,,,,complete,2021,01,03,2021-01-03,True,True,True,True
002090.jpg,002090,2021,11,09,2021-11-09,original_512,0.9991820000004736,0.987832800000433,,,,complete,2021,11,09,2021-11-09,True,True,True,True
002113.jpg,002113,2022,03,12,2022-03-12,original_512,0.7164475999998103,0.6993228000001181,,,,complete,2022,03,12,2022-03-12,True,True,True,True
002162.jpg,002162,2023,06,18,2023-06-18,highres_1024,6.317601599999762,1.4494005999995352,1.5722091000006913,3.2460320999998657,,complete,2023,06,18,2023-06-18,True,True,True,True
002186.jpg,002186,2020,06,10,2020-06-10,original_512,2.630420000000413,2.605689099999836,,,,complete,2020,06,10,2020-06-10,True,True,True,True
002247.jpg,002247,2020,09,21,2020-09-21,original_512,0.9646495000006325,0.9331587000006039,,,,complete,2021,09,07,2021-09-07,False,True,False,False
002248.jpg,002248,2021,09,07,2021-09-07,original_512,1.3308931999999913,1.3194021999997858,,,,complete,2021,09,07,2021-09-07,True,True,True,True
002276.jpg,002276,2023,12,22,2023-12-22,original_512,0.787774200000058,0.7761050999997678,,,,complete,2023,12,22,2023-12-22,True,True,True,True
002278.jpg,002278,NONE,NONE,NONE,NONE,original_no_candidate,4.2487928000000466,1.0230092000001605,0.7169690000000628,1.4641990000000078,1.0272747000008167,partial_none,2023,07,NONE,2023-07-NONE,False,False,True,False
002328.jpg,002328,2020,10,21,2020-10-21,original_512,1.4634827999998379,1.4455166999996436,,,,complete,2021,10,20,2021-10-20,False,True,False,False
002364.jpg,002364,2021,08,04,2021-08-04,original_512,2.2132375000001048,2.1987896999999066,,,,complete,2021,08,04,2021-08-04,True,True,True,True
002405.jpg,002405,2021,11,01,2021-11-01,original_512,0.7411861999999019,0.7179077000000689,,,,complete,2021,11,01,2021-11-01,True,True,True,True
002424.jpg,002424,2022,06,09,2022-06-09,rotation_270,1.408952799999497,0.595734800000173,0.7972847000000911,,,complete,2022,06,09,2022-06-09,True,True,True,True
002443.jpg,002443,2021,11,11,2021-11-11,original_512,0.8438476999999693,0.8059674999994968,,,,complete,2021,11,11,2021-11-11,True,True,True,True
002466.jpg,002466,2022,01,20,2022-01-20,original_512,2.432375599999432,2.408601300000555,,,,complete,2022,01,20,2022-01-20,True,True,True,True
002480.jpg,002480,2022,07,NONE,2022-07-NONE,original_512,0.8297597999999198,0.8188626000001022,,,,partial_none,2022,07,NONE,2022-07-NONE,True,True,True,True
002492.jpg,002492,NONE,NONE,NONE,NONE,original_no_candidate,7.847519599999941,1.8484950000001845,2.074446500000704,2.2839531999998144,1.6198301000003994,complete,2022,08,09,2022-08-09,False,False,False,False
002510.jpg,002510,2022,03,09,2022-03-09,original_512,1.0599033999997118,1.0277211000002353,,,,complete,2022,03,09,2022-03-09,True,True,True,True
002529.jpg,002529,2021,10,19,2021-10-19,original_512,1.5556995000006282,1.5431941999995615,,,,complete,2021,10,19,2021-10-19,True,True,True,True
002615.jpg,002615,2022,12,21,2022-12-21,original_512,0.8296816000001854,0.7977372999994259,,,,complete,2022,12,21,2022-12-21,True,True,True,True
002620.jpg,002620,2022,03,31,2022-03-31,original_512,0.8952201000001878,0.8840288000001237,,,,complete,2022,03,31,2022-03-31,True,True,True,True
002622.jpg,002622,2023,12,21,2023-12-21,original_512,1.1589272000001074,1.1476657000002888,,,,complete,2023,12,21,2023-12-21,True,True,True,True
002628.jpg,002628,2021,12,08,2021-12-08,original_512,0.9863012000005256,0.9741654999997991,,,,complete,2021,12,08,2021-12-08,True,True,True,True
002642.jpg,002642,2021,10,31,2021-10-31,original_512,2.7853301999994073,2.772225400000025,,,,complete,2021,10,31,2021-10-31,True,True,True,True
002659.jpg,002659,2022,06,11,2022-06-11,original_512,1.8208937999997943,1.7976995999997598,,,,complete,2022,06,11,2022-06-11,True,True,True,True
002674.jpg,002674,2021,04,25,2021-04-25,original_512,0.8087776000002123,0.7971331999997346,,,,complete,2021,04,25,2021-04-25,True,True,True,True
002691.jpg,002691,2021,03,10,2021-03-10,original_512,1.3844147999998313,1.3601714999995238,,,,complete,2021,03,10,2021-03-10,True,True,True,True
002714.jpg,002714,2021,10,22,2021-10-22,original_512,1.1412647000006473,1.1300678999996308,,,,complete,2021,10,22,2021-10-22,True,True,True,True
002726.jpg,002726,2017,03,22,2017-03-22,rotation_270,1.5480502999998862,0.7570249000000331,0.7605555000000095,,,complete,2022,03,17,2022-03-17,False,True,False,False
002728.jpg,002728,2021,11,04,2021-11-04,original_512,1.7490972999994483,1.7122024999998757,,,,complete,2021,11,04,2021-11-04,True,True,True,True
002767.jpg,002767,2021,12,01,2021-12-01,original_512,1.16864010000063,1.1497794000006252,,,,complete,2021,12,01,2021-12-01,True,True,True,True
002802.jpg,002802,2021,09,29,2021-09-29,original_512,1.3217263000005914,1.3097107000003234,,,,complete,2021,09,29,2021-09-29,True,True,True,True
002814.jpg,002814,NONE,NONE,NONE,NONE,original_no_candidate,3.800380900000164,0.7240906000006362,0.7627837999998519,1.363224600000649,0.9315783000001829,complete,2021,04,02,2021-04-02,False,False,False,False
002835.jpg,002835,2021,06,NONE,2021-06-NONE,original_512,0.907010399999308,0.8951291000003039,,,,complete,2021,06,30,2021-06-30,True,True,False,False
002846.jpg,002846,2020,03,09,2020-03-09,original_512,1.9370300999999017,1.923195499999565,,,,complete,2020,03,09,2020-03-09,True,True,True,True
002847.jpg,002847,2021,12,NONE,2021-12-NONE,original_512,2.009286499999689,1.9773740000000544,,,,complete,2021,12,30,2021-12-30,True,True,False,False
002892.jpg,002892,2021,03,31,2021-03-31,original_512,1.6766878999997061,1.6430192999996507,,,,complete,2021,03,31,2021-03-31,True,True,True,True
002899.jpg,002899,2021,11,NONE,2021-11-NONE,clahe,4.150377400000252,0.800532000000203,0.849068399999851,1.3925510999997641,1.0798785999995744,complete,2021,11,09,2021-11-09,True,True,False,False
002900.jpg,002900,2022,08,03,2022-08-03,original_512,0.70918520000032,0.6839491999999154,,,,complete,2022,08,03,2022-08-03,True,True,True,True
002944.jpg,002944,2020,06,23,2020-06-23,original_512,0.7347407000006569,0.7154667999993762,,,,complete,2020,06,23,2020-06-23,True,True,True,True
002981.jpg,002981,2021,12,17,2021-12-17,original_512,1.5967576999992161,1.5742073999999775,,,,complete,2021,12,17,2021-12-17,True,True,True,True
003004.jpg,003004,2023,05,NONE,2023-05-NONE,original_512,1.7819454999998925,1.744553000000451,,,,partial_none,2023,05,NONE,2023-05-NONE,True,True,True,True
003006.jpg,003006,2022,05,26,2022-05-26,original_512,0.7733364000005167,0.7416392000004635,,,,complete,2022,05,26,2022-05-26,True,True,True,True
003014.jpg,003014,NONE,NONE,NONE,NONE,original_no_candidate,4.6335361000001285,1.0627566000002844,1.060907799999768,1.4061282000002393,1.0858794999994643,complete,2021,06,12,2021-06-12,False,False,False,False
003017.jpg,003017,2022,02,23,2022-02-23,original_512,1.8143368999999439,1.7941581999994014,,,,complete,2022,02,23,2022-02-23,True,True,True,True
003090.jpg,003090,2021,09,15,2021-09-15,original_512,1.822499400000197,1.7989747999999963,,,,complete,2021,09,15,2021-09-15,True,True,True,True
003132.jpg,003132,2021,05,22,2021-05-22,original_512,0.8465303999992102,0.8272384000001693,,,,complete,2021,05,22,2021-05-22,True,True,True,True
003136.jpg,003136,2022,11,09,2022-11-09,original_512,1.2531865000000835,1.2397276000001511,,,,complete,2022,11,09,2022-11-09,True,True,True,True
003158.jpg,003158,2021,04,25,2021-04-25,original_512,0.906997500000216,0.8777466000001368,,,,complete,2021,04,25,2021-04-25,True,True,True,True
003185.jpg,003185,2021,06,28,2021-06-28,highres_1024,3.100206299999627,1.0131214000002728,0.7653308999997535,1.3078308000003744,,complete,2021,06,28,2021-06-28,True,True,True,True
003201.jpg,003201,2022,09,21,2022-09-21,original_512,1.6470059999992372,1.6244447000008222,,,,complete,2022,09,21,2022-09-21,True,True,True,True
003218.jpg,003218,2021,03,16,2021-03-16,original_512,2.801618500000586,2.768984399999681,,,,complete,2021,06,16,2021-06-16,True,False,True,False
003222.jpg,003222,2022,06,14,2022-06-14,original_512,1.1114089000002423,1.0496264000003066,,,,complete,2022,06,14,2022-06-14,True,True,True,True
003238.jpg,003238,2021,10,16,2021-10-16,original_512,1.28626340000028,1.2404358000003413,,,,complete,2021,10,16,2021-10-16,True,True,True,True
003290.jpg,003290,2022,12,22,2022-12-22,original_512,0.8461699999998018,0.8019168000000718,,,,complete,2022,12,22,2022-12-22,True,True,True,True
003311.jpg,003311,2019,03,NONE,2019-03-NONE,original_512,0.7544998000003034,0.7125800000003437,,,,complete,2021,03,11,2021-03-11,False,True,False,False
003312.jpg,003312,2021,03,NONE,2021-03-NONE,clahe,3.7375590999999986,1.0100877000004402,0.775450500000261,1.1326392000000851,0.7945406999997431,complete,2021,03,11,2021-03-11,True,True,False,False
003326.jpg,003326,NONE,NONE,NONE,NONE,original_no_candidate,6.0234841000001325,1.3107552999999825,0.9155286000004708,2.769311000000016,0.9418212000000494,complete,2024,06,05,2024-06-05,False,False,False,False
003340.jpg,003340,2022,09,29,2022-09-29,clahe,6.912304399999812,1.4641431000000011,1.1973819999993793,2.762649400000555,1.3855805000002874,complete,2022,09,29,2022-09-29,True,True,True,True
3350.jpeg,3350,NONE,NONE,NONE,NONE,original_no_candidate,7.447834700000385,1.4941286000002947,1.5232937999999194,2.7987616000000344,1.3127494000000297,complete,2025,12,10,2025-12-10,False,False,False,False
000007.jpg,000007,2026,06,25,2026-06-25,original_512,3.0660743999997067,2.6608046000001195,,,,complete,2026,06,25,2026-06-25,True,True,True,True
000021.jpg,000021,2025,10,10,2025-10-10,original_512,0.9827638000006118,0.8140750000002299,,,,complete,2025,10,10,2025-10-10,True,True,True,True
000058.jpg,000058,2027,03,27,2027-03-27,original_512,2.670996300000297,2.272069599999668,,,,complete,2027,03,27,2027-03-27,True,True,True,True
000099.jpg,000099,2026,03,07,2026-03-07,original_512,1.8641109000000142,1.6891623000001346,,,,complete,2026,03,07,2026-03-07,True,True,True,True
000110.jpg,000110,2025,10,29,2025-10-29,original_512,1.1253922000005332,0.9122273000002679,,,,complete,2025,10,29,2025-10-29,True,True,True,True
000131.jpg,000131,2026,08,05,2026-08-05,original_512,0.9337170999997397,0.7229006999996272,,,,complete,2026,08,05,2026-08-05,True,True,True,True
000148.jpg,000148,2026,02,26,2026-02-26,original_512,0.9855569000001196,0.784316499999477,,,,complete,2026,02,26,2026-02-26,True,True,True,True
000225.jpg,000225,2026,04,06,2026-04-06,original_512,1.3360234000001583,1.1115831999995862,,,,complete,2026,04,06,2026-04-06,True,True,True,True
000227.jpg,000227,2028,09,17,2028-09-17,original_512,1.682013100000404,1.466783800000485,,,,complete,2028,09,17,2028-09-17,True,True,True,True
000250.jpg,000250,2026,03,04,2026-03-04,original_512,1.7255782000002,1.5522374000001946,,,,complete,2026,03,04,2026-03-04,True,True,True,True
000266.jpg,000266,2020,05,12,2020-05-12,original_512,1.0446781999999075,0.8698285000000396,,,,complete,2025,12,04,2025-12-04,False,False,False,False
000287.jpg,000287,2027,02,18,2027-02-18,original_512,3.386699900000167,3.2103312999997797,,,,complete,2027,02,18,2027-02-18,True,True,True,True
000292.jpg,000292,2026,02,13,2026-02-13,original_512,0.7107624000000214,0.5497503999995388,,,,complete,2026,02,13,2026-02-13,True,True,True,True
000299.jpg,000299,2026,05,13,2026-05-13,original_512,2.3047802999999476,2.130713800000194,,,,complete,2026,05,13,2026-05-13,True,True,True,True
000324.jpg,000324,2027,05,15,2027-05-15,original_512,2.3870348000000376,2.214159899999686,,,,complete,2027,05,15,2027-05-15,True,True,True,True
000327.jpg,000327,2025,10,21,2025-10-21,original_512,2.6428568999999698,2.4720618000001195,,,,complete,2025,10,21,2025-10-21,True,True,True,True
000378.jpg,000378,2026,05,29,2026-05-29,original_512,1.17435420000038,1.013025999999627,,,,complete,2026,05,29,2026-05-29,True,True,True,True
000382.jpg,000382,2026,08,18,2026-08-18,original_512,1.3239940000003116,1.1568503000007695,,,,complete,2026,08,18,2026-08-18,True,True,True,True
000384.jpg,000384,2025,07,NONE,2025-07-NONE,original_512,0.8891720999999961,0.728050699999585,,,,complete,2026,07,08,2026-07-08,False,True,False,False
000400.jpg,000400,2026,01,11,2026-01-11,original_512,1.591048000000228,1.4150471999992078,,,,complete,2026,01,11,2026-01-11,True,True,True,True
000416.jpg,000416,2026,04,07,2026-04-07,original_512,0.9561377999998513,0.7660622000003059,,,,complete,2026,04,07,2026-04-07,True,True,True,True
000422.jpg,000422,2025,09,10,2025-09-10,original_512,0.8535611000006611,0.6723885000001246,,,,complete,2026,06,09,2026-06-09,False,False,False,False
000426.jpg,000426,2026,12,26,2026-12-26,original_512,1.1256417999993573,0.9474762999998347,,,,complete,2026,12,26,2026-12-26,True,True,True,True
000469.jpg,000469,2026,07,21,2026-07-21,original_512,0.6664274000004298,0.4913213999998334,,,,complete,2026,07,21,2026-07-21,True,True,True,True
000512.jpg,000512,2026,02,17,2026-02-17,original_512,2.0848120000000563,2.0448403999998845,,,,complete,2026,02,17,2026-02-17,True,True,True,True
