file_name,image_id,year,month,day,final_date,method,elapsed_sec,original_512_predict_sec,rotation_270_predict_sec,highres_1024_predict_sec,clahe_predict_sec,truth_group,true_year,true_month,true_day,true_final_date,year_correct,month_correct,day_correct,final_date_correct
003218.jpg,003218,2021,03,16,2021-03-16,original_512,1.8654106999892974,1.8367143999930704,,,,complete,2021,06,16,2021-06-16,True,False,True,False
003311.jpg,003311,2019,03,NONE,2019-03-NONE,original_512,0.5043446000054246,0.4661061999941012,,,,complete,2021,03,11,2021-03-11,False,True,False,False
003312.jpg,003312,2021,03,NONE,2021-03-NONE,clahe,2.6446965000068303,0.6826988000102574,0.5414659999951255,0.8730190999922343,0.5336333000013838,complete,2021,03,11,2021-03-11,True,True,False,False
003326.jpg,003326,NONE,NONE,NONE,NONE,original_no_candidate,4.105522700003348,0.8649930999963544,0.6527800000039861,1.881186600003275,0.6349748999928124,complete,2024,06,05,2024-06-05,False,False,False,False
3350.jpeg,3350,NONE,NONE,NONE,NONE,original_no_candidate,4.976555400004145,1.0186100999999326,1.011424000011175,1.8487986999971326,0.8086027999961516,complete,2025,12,10,2025-12-10,False,False,False,False
000266.jpg,000266,2020,05,12,2020-05-12,original_512,0.784146400008467,0.6447973000031197,,,,complete,2025,12,04,2025-12-04,False,False,False,False
000422.jpg,000422,2025,09,10,2025-09-10,original_512,0.6198557000025176,0.4491037999978289,,,,complete,2026,06,09,2026-06-09,False,False,False,False
000582.jpg,000582,2025,01,21,2025-01-21,highres_1024,2.267865999994683,0.3868524999998044,0.4597253000101773,1.3751589999883436,,complete,2025,11,21,2025-11-21,True,False,True,False
000694.jpg,000694,NONE,NONE,NONE,NONE,original_no_candidate,5.158302299998468,0.8056151000055252,1.7989696000004187,1.675141599989729,0.773422499987646,complete,2026,09,01,2026-09-01,False,False,False,False
000726.jpg,000726,2026,08,16,2026-08-16,original_512,0.4855029999889666,0.4563391999981832,,,,complete,2026,09,16,2026-09-16,True,False,True,False
000749.jpg,000749,NONE,NONE,NONE,NONE,original_no_candidate,3.3533797999989474,0.6665606999886222,0.675877900008345,1.3640547999966657,0.5035079000081168,complete,2026,01,21,2026-01-21,False,False,False,False
000978.jpg,000978,NONE,NONE,NONE,NONE,original_no_candidate,4.749961300010909,1.101239199997508,0.7360984999977518,2.098862700004247,0.7946441999956733,complete,2021,11,03,2021-11-03,False,False,False,False
001539.jpg,001539,NONE,NONE,NONE,NONE,original_no_candidate,5.452237699995749,1.5605670000077225,0.8062350999971386,1.7879834000050323,1.2793552999937674,complete,2022,01,18,2022-01-18,False,False,False,False
001646.jpg,001646,NONE,NONE,NONE,NONE,original_no_candidate,3.0439866999950027,0.6642059999867342,0.6444172999908915,1.0870119000028353,0.6344122999871615,complete,2021,10,12,2021-10-12,False,False,False,False
001955.jpg,001955,NONE,NONE,NONE,NONE,original_no_candidate,10.068272200005595,2.245058100001188,1.665959699996165,4.004954799995176,2.0984999000065727,partial_none,2021,10,NONE,2021-10-NONE,False,False,True,False
002034.jpg,002034,2017,12,20,2017-12-20,original_512,0.6568584999913583,0.6455274000036297,,,,complete,2020,12,17,2020-12-17,False,True,False,False
002066.jpg,002066,2024,04,05,2024-04-05,original_512,1.2049818000086816,1.1928964999970049,,,,complete,2020,04,30,2020-04-30,False,True,False,False
002404.jpg,002404,NONE,NONE,NONE,NONE,original_no_candidate,2.6834161000006134,0.5482235999952536,0.498638299992308,0.9687730000005104,0.6527051000011852,complete,2020,11,11,2020-11-11,False,False,False,False
002436.jpg,002436,2021,05,03,2021-05-03,clahe,7.880566699997871,1.8428717000060715,1.9766573000088101,2.1627890999952797,1.8784089999971911,complete,2021,06,03,2021-06-03,True,False,True,False
002586.jpg,002586,NONE,NONE,NONE,NONE,original_no_candidate,9.045647600010852,1.8593777000060072,1.2149128000019118,4.121856699988712,1.8058811000082642,partial_none,2022,12,NONE,2022-12-NONE,False,False,True,False
002917.jpg,002917,2030,04,21,2030-04-21,original_512,1.443653299997095,1.4193511000048602,,,,complete,2021,04,30,2021-04-30,False,True,False,False
003338.jpg,003338,NONE,NONE,NONE,NONE,original_no_candidate,7.633939699997427,2.0990527999965707,1.2985406999941915,2.412296599999536,1.8014877999958117,complete,2021,06,01,2021-06-01,False,False,False,False
